序号,点位ID,点位名称 (中文),英文名称 (English),所属国家,地理位置 / 省市,经度 (Lng),纬度 (Lat),景观分类,点位意境与人文描述,核心特色标签,推荐BPM,音乐调式/律动,核心配器音色,自然声场采样,AI音乐生成提示词 (中文关键词),AI Music Prompt (English),Midjourney视觉提示词 (Visual Prompt),对照音乐曲名,音乐创作者/艺术家,音乐匹配类型,对应的音乐文件
144,north-pole-abyss,北极极点冰海 · 永夜极光之洋,North Pole Arctic Abyss · Aurora Ocean,北冰洋公海,"北冰洋 · 地球地理北极点 (-4,261米)",0,89.9,待认领秘境 / 探索坐标,【待认领秘境】所有经线汇聚的尽头，冰封千里的极地浮冰世界。厚重的极地冰盖下方是4000米深的深寒海盆，极光在永夜星空中如绿色丝带般轻盈舞动。,待认领、地理北极、极夜冰盖、北极光、地球尽头,50,Northern Lights · 432Hz,极光合成器 · 冰晶清音 · 极地微风,山间清风 / 微风拂过,北极极光漫舞、纯净冰雪氛围、空灵空境、冥想安神、BPM 50、Northern Lights · 432Hz、山间清风 / 微风拂过、高清无损立体声,"ambient atmospheric drone, deep ocean chillout, ethereal handpan, crystal clear synth pads, peaceful wilderness, instrumental, no vocals, 50 BPM, soft breeze, mountain wind ambience, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of North Pole Arctic Abyss · Aurora Ocean (北极极点冰海 · 永夜极光之洋), 北冰洋 · 地球地理北极点 (-4,261米), breathtaking view, 待认领, 地理北极, 极夜冰盖, 北极光, 地球尽头, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",波拉波拉岛 · 太平洋珍珠,GeoMelody AI · 法属波利尼西亚,分类意境伴奏,suno_030_borabora.mp3
145,ross-sea-shelf,罗斯海陆架 · 极寒冰山漂流带,Ross Sea Ice Shelf · Drifting Icebergs,南大洋,南极洲 · 罗斯海冰架前缘,175,-75,待认领秘境 / 探索坐标,【待认领秘境】地球上最纯净原始的海洋，巨大的蓝色冰山崩解漂流在幽暗深海。虎鲸与帝企鹅在这片极寒荒野中繁衍生息，南极大陆架在此沉入深渊。,待认领、南极冰架、虎鲸领地、极寒冰洋、纯净秘境,52,Antarctic Shelf · 432Hz,冰川共振大提琴 · 空灵女声哼唱 · 寒潮轻抚,山间清风 / 微风拂过,南极洲极寒冰洋、纯白圣洁、低沉大提琴、治愈心灵、BPM 52、Antarctic Shelf · 432Hz、山间清风 / 微风拂过、高清无损立体声,"ambient atmospheric drone, deep ocean chillout, ethereal handpan, crystal clear synth pads, peaceful wilderness, instrumental, no vocals, 52 BPM, soft breeze, mountain wind ambience, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Ross Sea Ice Shelf · Drifting Icebergs (罗斯海陆架 · 极寒冰山漂流带), 南极洲 · 罗斯海冰架前缘, breathtaking view, 待认领, 南极冰架, 虎鲸领地, 极寒冰洋, 纯净秘境, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",贡嘎雪山 · 蜀山之王,GeoMelody AI · 中国,分类意境伴奏,suno_018_gongga.mp3
146,tristan-da-cunha,特里斯坦-达库尼亚 · 世界最孤立海岛,Tristan da Cunha · Most Remote Island,南大西洋,南大西洋 · 孤绝火山岛,-12.2777,-37.1052,待认领秘境 / 探索坐标,【待认领秘境】远离任何大陆超过2400公里的孤绝火山岛，常年被南大洋的风暴与云雾笼罩，黑沙滩与狂暴的海浪守卫着这片与世隔绝的海角天涯。,待认领、世界最孤立、黑沙滩、南大西洋、避世秘境,60,Tristan Solitude · 432Hz,木吉他轻拂 · 海风长吟 · 潮水起落,海浪拍岸 / 潮汐涌动,世界尽头孤岛、温暖木吉他、海风浪涌、宁静致远、BPM 60、Tristan Solitude · 432Hz、海浪拍岸 / 潮汐涌动、高清无损立体声,"ambient atmospheric drone, deep ocean chillout, ethereal handpan, crystal clear synth pads, peaceful wilderness, instrumental, no vocals, 60 BPM, gentle ocean waves, rhythmic tides, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Tristan da Cunha · Most Remote Island (特里斯坦-达库尼亚 · 世界最孤立海岛), 南大西洋 · 孤绝火山岛, breathtaking view, 待认领, 世界最孤立, 黑沙滩, 南大西洋, 避世秘境, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",波拉波拉岛 · 太平洋珍珠,GeoMelody AI · 法属波利尼西亚,分类意境伴奏,suno_030_borabora.mp3
147,eye-of-the-sahara,撒哈拉之眼 · 理查特同心圆地质奇观,Eye of the Sahara · Richat Structure,毛里塔尼亚,非洲 · 毛里塔尼亚撒哈拉腹地,-11.4016,21.1269,待认领秘境 / 探索坐标,【待认领秘境】宇航员从太空俯瞰地球的地标级同心圆地质奇观。直径达40公里的巨大同心圆圈，被誉为地球最神秘的巨型图腾，传说中亚特兰蒂斯的遗迹假说之地。,待认领、撒哈拉之眼、地质奇观、太空地标、古老谜题,64,Sahara Mystery · 432Hz,乌德琴 · 撒哈拉热风 · 远古颂钵,山间清风 / 微风拂过,撒哈拉沙漠苍茫神秘、乌德琴轻拨、热风滚滚、宇宙俯瞰感、BPM 64、Sahara Mystery · 432Hz、山间清风 / 微风拂过、高清无损立体声,"ambient atmospheric drone, deep ocean chillout, ethereal handpan, crystal clear synth pads, peaceful wilderness, instrumental, no vocals, 64 BPM, soft breeze, mountain wind ambience, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Eye of the Sahara · Richat Structure (撒哈拉之眼 · 理查特同心圆地质奇观), 非洲 · 毛里塔尼亚撒哈拉腹地, breathtaking view, 待认领, 撒哈拉之眼, 地质奇观, 太空地标, 古老谜题, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",富士山 · 富士五湖,GeoMelody AI · 日本,分类意境伴奏,suno_021_fuji.mp3
148,danakil-depression,达纳基尔凹地 · 地狱之门硫磺幻境,Danakil Depression · Acidic Sulfur Springs,埃塞俄比亚,非洲 · 埃塞俄比亚阿法尔三角 (-125米),40.5,14.2417,待认领秘境 / 探索坐标,【待认领秘境】低于海平面125米的地球最热极端秘境。色彩斑斓的酸性硫磺泉、盐结晶梯田与滚烫的熔岩湖交织，宛如火星表面的残酷超现实绝景。,待认领、地球地狱之门、硫磺泉、火星地貌、极端探险,58,Volcanic Acid · 432Hz,实验电子合成器 · 地壳微鸣 · 原始鼓韵,山间清风 / 微风拂过,外星地貌神秘音乐、硫磺泉地热回响、科幻史诗、张力与放松、BPM 58、Volcanic Acid · 432Hz、山间清风 / 微风拂过、高清无损立体声,"ambient atmospheric drone, deep ocean chillout, ethereal handpan, crystal clear synth pads, peaceful wilderness, instrumental, no vocals, 58 BPM, soft breeze, mountain wind ambience, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Danakil Depression · Acidic Sulfur Springs (达纳基尔凹地 · 地狱之门硫磺幻境), 非洲 · 埃塞俄比亚阿法尔三角 (-125米), breathtaking view, 待认领, 地球地狱之门, 硫磺泉, 火星地貌, 极端探险, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",波拉波拉岛 · 太平洋珍珠,GeoMelody AI · 法属波利尼西亚,分类意境伴奏,suno_030_borabora.mp3
149,socotra-archipelago,索科特拉岛 · 外星龙血树方舟,Socotra Archipelago · Dragon Blood Realm,阿拉伯海,阿拉伯海 · 索科特拉深海台地,53.8237,12.4634,待认领秘境 / 探索坐标,【待认领秘境】印度洋上的外星植物方舟。造型奇特如飞碟般的龙血树矗立在白沙悬崖之巅，蔚蓝深海与原始红白相间的岩石海岸构成不可思议的梦境世界。,待认领、龙血树、外星植物方舟、阿拉伯海、遗世孤岛,66,Dragon Blood Tree · 432Hz,阿拉伯短笛 · 柔和手碟 · 碧海轻波,海浪拍岸 / 潮汐涌动,索科特拉异域梦境、手碟空灵、微风海浪、奇幻治愈、BPM 66、Dragon Blood Tree · 432Hz、海浪拍岸 / 潮汐涌动、高清无损立体声,"ambient atmospheric drone, deep ocean chillout, ethereal handpan, crystal clear synth pads, peaceful wilderness, instrumental, no vocals, 66 BPM, gentle ocean waves, rhythmic tides, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Socotra Archipelago · Dragon Blood Realm (索科特拉岛 · 外星龙血树方舟), 阿拉伯海 · 索科特拉深海台地, breathtaking view, 待认领, 龙血树, 外星植物方舟, 阿拉伯海, 遗世孤岛, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",波拉波拉岛 · 太平洋珍珠,GeoMelody AI · 法属波利尼西亚,分类意境伴奏,suno_030_borabora.mp3
150,hawaii-seamount,夏威夷海岭 · 太平洋海底火山链,Hawaiian Ridge Seamount · Hotspot Chain,中太平洋,中太平洋 · 夏威夷海底火山热点,-157.8583,21.3069,待认领秘境 / 探索坐标,【待认领秘境】从太平洋底6000米平原拔地而起的巨型海底火山脉。炽热地幔柱喷涌出的炽热岩浆与冰冷深海激荡，孕育了太平洋最壮丽的岛弧链。,待认领、海底火山、热点地质、深洋海岭、太平洋之冠,68,Pacific Hotspot · 432Hz,滑音吉他 · 尤克里里 · 太平洋暖流,海浪拍岸 / 潮汐涌动,夏威夷暖洋海浪、清爽滑音吉他、舒缓放松、海边阳光、BPM 68、Pacific Hotspot · 432Hz、海浪拍岸 / 潮汐涌动、高清无损立体声,"ambient atmospheric drone, deep ocean chillout, ethereal handpan, crystal clear synth pads, peaceful wilderness, instrumental, no vocals, 68 BPM, gentle ocean waves, rhythmic tides, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Hawaiian Ridge Seamount · Hotspot Chain (夏威夷海岭 · 太平洋海底火山链), 中太平洋 · 夏威夷海底火山热点, breathtaking view, 待认领, 海底火山, 热点地质, 深洋海岭, 太平洋之冠, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",丽江古城,GeoMelody AI · 中国,分类意境伴奏,suno_005_lijiang.mp3
151,palau-dropoff,帕劳大断崖 · 黄金水母湖与万米深蓝,Palau Big Drop-off & Jellyfish Lake,帕劳,西太平洋 · 密克罗尼西亚深渊,134.5825,7.5149,待认领秘境 / 探索坐标,【待认领秘境】从一米浅礁瞬间坠入上千米深渊的无底大断崖。深蓝海水清澈见底，数以万计的无毒黄金水母在隐秘盐水湖中随日落光影缓慢起舞。,待认领、无底断崖、黄金水母湖、七彩珊瑚、潜水圣殿,60,Golden Jellyfish · 432Hz,水下钟琴 · 柔润气泡泛音 · 暖流水声,海浪拍岸 / 潮汐涌动,水母优雅起舞、轻柔水下钟琴、清澈晶莹、沉浸式解压、BPM 60、Golden Jellyfish · 432Hz、海浪拍岸 / 潮汐涌动、高清无损立体声,"ambient atmospheric drone, deep ocean chillout, ethereal handpan, crystal clear synth pads, peaceful wilderness, instrumental, no vocals, 60 BPM, gentle ocean waves, rhythmic tides, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Palau Big Drop-off & Jellyfish Lake (帕劳大断崖 · 黄金水母湖与万米深蓝), 西太平洋 · 密克罗尼西亚深渊, breathtaking view, 待认领, 无底断崖, 黄金水母湖, 七彩珊瑚, 潜水圣殿, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",波拉波拉岛 · 太平洋珍珠,GeoMelody AI · 法属波利尼西亚,分类意境伴奏,suno_030_borabora.mp3
152,cook-islands-atoll,库克群岛 · 艾图塔基绿松石泄湖,Cook Islands · Aitutaki Coral Lagoon,库克群岛,南太平洋 · 艾图塔基环礁,-159.7777,-21.2367,待认领秘境 / 探索坐标,【待认领秘境】南太平洋最清澈的绿松石泄湖，巨大珊瑚环礁如同一串珍珠散落在深邃的南太平洋怀抱中，微风轻拂椰林，海浪低语宛如天籁。,待认领、绿松石泄湖、南太平洋环礁、治愈海浪、世外桃源,64,Turquoise Atoll · 432Hz,海风木吉他 · 温柔海潮 · 鸟鸣清脆,海浪拍岸 / 潮汐涌动,南太平洋海岛清晨、木吉他微风、浪涛拍岸、心灵净化、BPM 64、Turquoise Atoll · 432Hz、海浪拍岸 / 潮汐涌动、高清无损立体声,"ambient atmospheric drone, deep ocean chillout, ethereal handpan, crystal clear synth pads, peaceful wilderness, instrumental, no vocals, 64 BPM, gentle ocean waves, rhythmic tides, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Cook Islands · Aitutaki Coral Lagoon (库克群岛 · 艾图塔基绿松石泄湖), 南太平洋 · 艾图塔基环礁, breathtaking view, 待认领, 绿松石泄湖, 南太平洋环礁, 治愈海浪, 世外桃源, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",三亚蜈支洲岛 · 蔚蓝之境,GeoMelody AI · 中国,分类意境伴奏,suno_024_sanya.mp3
153,weddell-sea-abyss,威德尔海 · 坚忍号传奇沉睡之海,Weddell Sea Abyss · Endurance Resting Deep,南大洋公海,"南大洋 · 坚忍号沉船海域 (-3,000米)",-45,-72,待认领秘境 / 探索坐标,【待认领秘境】南大洋深处著名的常年封冻海域，沙克尔顿男爵“坚忍号”传奇沉没百年的安息之地。海水透明度达到极致，冰山在极昼阳光下折射出幽蓝冷光。,待认领、坚忍号传奇、透明冰洋、南极风暴、极地探险,50,Endurance Legend · 432Hz,深沉大提琴 · 极地冰层微裂回响 · 远方呼啸,山间清风 / 微风拂过,极地探险史诗、坚忍不拔的深沉大提琴、冰风凛冽、浩然致敬、BPM 50、Endurance Legend · 432Hz、山间清风 / 微风拂过、高清无损立体声,"ambient atmospheric drone, deep ocean chillout, ethereal handpan, crystal clear synth pads, peaceful wilderness, instrumental, no vocals, 50 BPM, soft breeze, mountain wind ambience, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Weddell Sea Abyss · Endurance Resting Deep (威德尔海 · 坚忍号传奇沉睡之海), 南大洋 · 坚忍号沉船海域 (-3,000米), breathtaking view, 待认领, 坚忍号传奇, 透明冰洋, 南极风暴, 极地探险, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",贡嘎雪山 · 蜀山之王,GeoMelody AI · 中国,分类意境伴奏,suno_018_gongga.mp3
154,simpson-desert,辛普森沙漠 · 澳洲红色千垄沙原,Simpson Desert · Red Dune Field,澳大利亚,澳洲内陆 · 红色大沙丘阵,137.43,-24.57,待认领秘境 / 探索坐标,【待认领秘境】世界上最辽阔的平行红色沙丘群。超过1100道鲜红沙垄自南向北延绵数百公里，夕阳下整片荒野燃烧如火焰海洋，寂静空旷至极。,待认领、红色沙丘、澳洲红土荒原、平行沙垄、内陆秘境,62,Red Earth Dreamtime · 432Hz,迪吉里杜管共鸣 · 荒原微风 · 原野打击乐,山间清风 / 微风拂过,澳洲红土地、迪吉里杜管深沉原生态低音、大漠旷野、广袤冥想、BPM 62、Red Earth Dreamtime · 432Hz、山间清风 / 微风拂过、高清无损立体声,"ambient atmospheric drone, deep ocean chillout, ethereal handpan, crystal clear synth pads, peaceful wilderness, instrumental, no vocals, 62 BPM, soft breeze, mountain wind ambience, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Simpson Desert · Red Dune Field (辛普森沙漠 · 澳洲红色千垄沙原), 澳洲内陆 · 红色大沙丘阵, breathtaking view, 待认领, 红色沙丘, 澳洲红土荒原, 平行沙垄, 内陆秘境, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",波拉波拉岛 · 太平洋珍珠,GeoMelody AI · 法属波利尼西亚,分类意境伴奏,suno_030_borabora.mp3
155,kamchatka-volcanoes,堪察加半岛 · 冰火交织火山带,Kamchatka Volcanoes · Pacific Ring of Fire,俄罗斯,俄罗斯远东 · 环太平洋火山地震带,158.5,55.5,待认领秘境 / 探索坐标,【待认领秘境】冰与火交织的远东秘境。数十座高耸入云的活火山终年喷吐着白色蒸汽，间歇泉在积雪深谷中奔腾，棕熊在未被人类踏足的原始河谷中捕食马哈鱼。,待认领、冰与火之歌、活火山链、远东旷野、地热间歇泉,65,Volcano & Ice · 432Hz,大提琴 · 间歇泉蒸汽声 · 冰川长笛,山间清风 / 微风拂过,冰火交织的火山高原、雄浑深沉旋律、风声水响、心旷神怡、BPM 65、Volcano & Ice · 432Hz、山间清风 / 微风拂过、高清无损立体声,"ambient atmospheric drone, deep ocean chillout, ethereal handpan, crystal clear synth pads, peaceful wilderness, instrumental, no vocals, 65 BPM, soft breeze, mountain wind ambience, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Kamchatka Volcanoes · Pacific Ring of Fire (堪察加半岛 · 冰火交织火山带), 俄罗斯远东 · 环太平洋火山地震带, breathtaking view, 待认领, 冰与火之歌, 活火山链, 远东旷野, 地热间歇泉, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",澳大利亚悉尼歌剧院与海港大桥,GeoMelody AI · 澳大利亚,分类意境伴奏,suno_094_sydneyoperahouse.mp3
